180.00 ,1363.60 ,12999.60 ,137370.54 ,1532532.57 ,17694157.45 ,209382204.33 ,2525151919.29 ,30919966869.82 ,383357640164.24 ,4802518927627.95 ,60689134327947.36 ,772587330038626.18 ,9897036817757592.40 ,127466240839078169.92 ,1649289839480295165.75 ,21426178919752775532.00 ,279329483271077085872.00 ,3652813053183545753600.00 ,47898327596227147161600.00 ,629597647094799122825216.00 ,8293598371061327573549056.00 ,109462064113037389160513536.00 ,1447244914899955351191289856.00 ,19164894604530186229217492992.00 ,254152532067103137501104046080.00 ,3374826934075030132118574333952.00 ,44867277625896897513172706000896.00 ,597154603655454302784042456580096.00 ,7955824551200187273007138475081728.00 ,106094176743706832509186835910492160.00 ,1416041400804310708346959952594599936.00 ,18915227613747903931763366600328085504.00 ,252856556094186430156329069755121008640.00 ,3382532749040269695683223991157352562688.00 ,45278818772605840917204851790741485125632.00 ,606478456106090951721371856250741444313088.00 ,8128050214016144819173536947128685662568448.00 ,108991589345429548819934981463413035664146432.00 ,1462249037822515813107645145724692281935527936.00 ,19627216413652090447013566598023445779820052480.00 ,263568401791124444174077448660139644164654497792.00 ,3540905995865455202854248510377938078781841342464.00 ,47589576828122392921013758426461462601737776922624.00 ,639847365281223111589310044199390678706722600648704.00 ,8605961518826595924659585410256829476688110368587776.00 ,115790483248240821205905473905316512387526641397530624.00 ,1558437258674094894234178386729529525889432643614801920.00 ,20981755046781456708317326119538451206193245990728761344.00 ,282568564230933158239545863054664129502124172135765114880.00 ,3806530862052943770113738478732130349910274854301139468288.00 ,51292358746041362437241165782716217128657037151021496795136.00 ,691334899559603011114870322788366572932956872926144063602688.00 ,9320341114156890112177717779865093503399313694204886217916416.00 ,125683416785954519129676963471571150245246068085578244881907712.00 ,1695206501215600122975860861862115185246828956863140867442999296.00 ,22869758354373756092691201655702840802054580876094300190505172992.00 ,308596502394967500470163189438869630970912281546014122142364336128.00 ,4164925408445879895865490099242533684877159824387044137637725077504.00 ,56222068323643492759195889058717599944376639182800737064547508027392.00 ,759078210445769961328451586918854068833639025086087183663501452247040.00 ,10250458280904061882632174291625109570066268854561630314921926034718720.00 ,138444018018877776966928559142364955430008563962777270076338257061216256.00 ,1870150362885623261603824907670904206771996728818658594768447234360999936.00 ,
192.00 ,1376.60 ,12320.52 ,124333.45 ,1346192.92 ,15255961.21 ,178497712.19 ,2138145695.42 ,26075920892.89 ,322519205935.61 ,4034270555764.03 ,50928347370911.33 ,647811388673914.17 ,8292734844010353.81 ,106730329024411565.64 ,1380019563625517113.00 ,17915188899564870157.00 ,233387467079105981152.00 ,3049815115007327439104.00 ,39963125341855261442048.00 ,524939655422263045324800.00 ,6910612020027755034312704.00 ,91156881331628679456882688.00 ,1204618187525874637552484352.00 ,15945123795004043279202254848.00 ,211380517710300171265493696512.00 ,2806130083800796684869821267968.00 ,37300068416700306097296801529856.00 ,496396535899678058487041595801600.00 ,6613445656406830069857218405072896.00 ,88200928549677916854056729503072256.00 ,1177428296302142758594836820129742848.00 ,15732008115662531977481233411046637568.00 ,210376458290881612962672630844153135104.00 ,2815467208649482782403141912239871623168.00 ,37707101855593211127877029170538514219008.00 ,505354195329837870358569358458372925423616.00 ,6777208596853065402316062796595425628389376.00 ,90943500220707822247983865764253006982807552.00 ,1221077183623140651868139241669030245482627072.00 ,16404051243116449709500527398246362610741018624.00 ,220486793353458661282003051204520257289415819264.00 ,2965004333333018479330612713738600508260001775616.00 ,39890366264161210089911377819511187289684127514624.00 ,536908237509229579700943613263124715957309048619008.00 ,7229555025114731433156721787023214350907635836911616.00 ,97385268835966695384231843401765170341559781040324608.00 ,1312310172966284485110722627432994942049207763452559360.00 ,17690215365839230678634319311061775054862299066913521664.00 ,238547851309386875926292253686109372008901281976829345792.00 ,3217781059874158481737558676353738298821638691529821257728.00 ,43417950847976754528261325260517302574104297546655725518848.00 ,586013548704123082883189369321831134292355327257134764130304.00 ,7911621759645438388536637540041786560744660267846017661009920.00 ,106840832947569235234792250005555096231451046450143576666931200.00 ,1443170319577246526868994003660930343744427754338360029266051072.00 ,19498511954267666757139505553558092096350055660966100793131270144.00 ,263502152948340899436840682746080620144159309349521440445650960384.00 ,3561731741426960182607907430903914348322544323196486137688912560128.00 ,48153554441704843502632344389911583817406228849925363719121970135040.00 ,651150818565755531160238545540576910287184885179887262338794041376768.00 ,8806779764943729624129020686788302435402375600915451487574470118342656.00 ,119132811786177044075396554102529510957055587060053252809222693905760256.00 ,1611836384501770034346956463831731690644233976300896224180737278665031680.00 ,
180.00 ,1287.60 ,11409.44 ,113133.98 ,1198264.56 ,13252887.39 ,151177896.53 ,1765245490.22 ,20993318733.60 ,253381452729.94 ,3095610786589.66 ,38205419924770.07 ,475586648578497.33 ,5963731687080371.88 ,75257962097122869.64 ,954937912755450744.12 ,12175622781229329912.00 ,155903223253463619680.00 ,2003829504939436431360.00 ,25842454459759383259136.00 ,334291430944383555469312.00 ,4336179708051269039423488.00 ,56385708601495850586210304.00 ,734875786501693941416460288.00 ,9597479060503651551239208960.00 ,125580990985179873316079403008.00 ,1646067788630612675658717855744.00 ,21610726974364864856580578869248.00 ,284142267887730642499206123618304.00 ,3741100946019808177994677503393792.00 ,49319323713549745133194123742806016.00 ,650953518363440169372060109955399680.00 ,8601272666507790023642713266552045568.00 ,113768809605251355191807143037775118336.00 ,1506267876940798335222529085844714684416.00 ,19960572841841991434745963833395270123520.00 ,264734863797078973653189716926702894972928.00 ,3513939207171473322827927718147199791529984.00 ,46676875724776642308034504693659180046745600.00 ,620461555937165555235442159875388095177162752.00 ,8253082404744061700883116501749535369771089920.00 ,109847379877905819254106718787696489860031315968.00 ,1462920396663592982161712299820310518686396973056.00 ,19493756809667442860840239611538886516547294068736.00 ,259897236383839255947522075461328477424714835296256.00 ,3466788904500741235788510185901630366292261417779200.00 ,46266000472500830730914095103047006376250146709045248.00 ,617725211425389117767154417692612594224168292283580416.00 ,8251220683778727601778133419051648456518717649780211712.00 ,110261002569239135993044878657109073140324106510784266240.00 ,1474003375883059680131694385332805862761954162656187252736.00 ,19712437167242978402880006275006682358547158769551655567360.00 ,263718420999420904914546008403559361261436976038677703557120.00 ,3529330842927937625877645306824224711878627672501256192000000.00 ,47248705978750075282397791024591853829174006159107233633271808.00 ,632743046161679035984374845422374525917435560800433648386965504.00 ,8476164736112742625363251401650930032947814315736957766323929088.00 ,113579748628877369141335590370758190155069174039712498514873286656.00 ,1522394443109870512101331603003228088215292774880196955384815026176.00 ,20411447126173525725975346187145066384736321133245276427867278802944.00 ,273738906912954452452852087974507130484787619479984729500412243083264.00 ,3672074082222406152359587174613202778379957374414418030540590801747968.00 ,49271386390657093244647537399140881492631821084100364274651727176663040.00 ,661276438877027795375306138831475183194298882072737768342741434570375168.00 ,
184.00 ,1453.40 ,14001.16 ,149235.27 ,1682908.88 ,19648321.99 ,234803413.18 ,2853380877.05 ,35119415292.93 ,436639872159.32 ,5473867254665.23 ,69100496753990.07 ,877494930756899.39 ,11200555225077501.06 ,143611029033731343.91 ,1848673942252625894.12 ,23881711072873199584.00 ,309485721390073423744.00 ,4022042058979079465984.00 ,52403843594247051902976.00 ,684361618826985668214784.00 ,8956177542750122295689216.00 ,117434038928569320251326464.00 ,1542512754043524736557776896.00 ,20293845958051579855097561088.00 ,267390024806876204530753601536.00 ,3527945108708686798511444852736.00 ,46606883656184948020839249346560.00 ,616439470693572841748241676500992.00 ,8162205235139745074519713737867264.00 ,108185591092529320774479549577560064.00 ,1435315769833536154115450003599130624.00 ,19059682618786054299939726481946574848.00 ,253308953934671778789728567220276035584.00 ,3369230658864115132880973876442641203200.00 ,44847355982208525496006013669384386510848.00 ,597380597519929289128165266325370302365696.00 ,7962644638222456110221966678766311702528000.00 ,106203942047108049601517979812432216464556032.00 ,1417383432807883320486966098116120872392589312.00 ,18927135186373660993416692470249765372178726912.00 ,252884143666723128146993895404565230060086231040.00 ,3380545040011905035313297326426486540328125857792.00 ,45213723249421823447137409083518261512355211902976.00 ,605010537212650654814123776963653892666907194032128.00 ,8099459951497123868197815147381048910349581422690304.00 ,108477969707239331257127306872329005538925113914687488.00 ,1453489232619152011345976512808406777751641368899354624.00 ,19483176560154627228459712330239380692501012387637231616.00 ,261263481308705833151327101551796218903139479319662821376.00 ,3504792877668868768510107269199153664228301010226007506944.00 ,47033226822359096353728966467800395180300826057915399929856.00 ,631393859983568947693325559152855060301276262844646371098624.00 ,8478983380569911800314849652191823475764868697652577733443584.00 ,113901653887004027324531423653349039655292760047929788901359616.00 ,1530573930255305481992771885743698057730488180603461221692211200.00 ,20573684812449743418195920838537034537220782742404898916155785216.00 ,276629830806624690937551240306965485553552587789719750233183748096.00 ,3720582762016117977156795699972171546858161193052520810306328330240.00 ,50054602318375948901830095903068045779085379472266012132185114411008.00 ,673588059154951988377106079488578652567440358381138315662374314442752.00 ,9066892292697955257942649924188841280270911233604856494861434881048576.00 ,122076703008256209416745646449750843976977159009768321515612826322862080.00 ,1644046404158269391814741071504985677272250451269342117905310780324052992.00 ,
181.00 ,1260.60 ,11263.48 ,114081.48 ,1235891.76 ,13943435.72 ,161660748.61 ,1912022831.53 ,22966316493.77 ,279326628082.94 ,3432762959501.70 ,42560157890154.23 ,531689350755316.46 ,6686192900558841.39 ,84569166943968249.72 ,1075128275472376725.25 ,13730016549593498023.00 ,176046663086658592128.00 ,2265392733550026113792.00 ,29245289779085614579712.00 ,378637605358831593881600.00 ,4914999152342392355946496.00 ,63950922239412241346592768.00 ,833870796144763836657827840.00 ,10894206001968264168796585984.00 ,142581563744641764363543248896.00 ,1869118176928681011552748306432.00 ,24539051679175604328791707484160.00 ,322607819016677507971347294191616.00 ,4246608184687359330888522223583232.00 ,55965279868646585430096954378944512.00 ,738359108456833122501384158840881152.00 ,9751156084321866583442873296544071680.00 ,128900452031512576838054579010124382208.00 ,1705437795777468475820524633117882843136.00 ,22582719885561375959106338036651810357248.00 ,299263398342658110193585634727398148669440.00 ,3968697732249696494780172459125568123699200.00 ,52667336339867325316726264054115608729485312.00 ,699386143848896351828377087515737501519052800.00 ,9293084039755087827911573488965094933104951296.00 ,123553759924101352467697819020868881982007803904.00 ,1643586414521472265033110909556849227354771292160.00 ,21875491421485368565284317410142392544830783750144.00 ,291300293687632779539416421238878853774616140185600.00 ,3880894214557771753940138003048252621233082825965568.00 ,51727459883791849983033954696086691979000119054827520.00 ,689763678315639909953242839577809509121766862312439808.00 ,9201556013900099045261550341825707405659427279703375872.00 ,122799479131094567947462596783291131996607226493043474432.00 ,1639453446980280050730852414354814035476885662513502355456.00 ,21895881919925192405124702709255188573862529468254497275904.00 ,292536780858171797366220878958144543314755372841660386902016.00 ,3909736368031564014836639800361687494858214017114046262673408.00 ,52270669287755904714451093979068994332687949034132772682203136.00 ,699048314834718221521734062535807532851389143199916795342356480.00 ,9351690464301792254872634405726288445474079468627392823440703488.00 ,125141795069023798387280658459575202005111520785832163149252395008.00 ,1675096172296779870146927459229454011377744099125600457421181943808.00 ,22428397223053861205949151978935355868042600742106296504866951921664.00 ,300382131778105222418417001909470204212019173504227869087200394084352.00 ,4024053558804716461570563728071635948276075936576131071004720651829248.00 ,53921732469642416148911279313538750346871454318459754190246854743031808.00 ,722721793738396836512571651332522570106994698733929267320275421269852160.00 ,
203.00 ,1459.00 ,13522.84 ,140976.57 ,1562541.36 ,17971601.92 ,211955979.47 ,2546401672.85 ,31033836441.40 ,382603919909.11 ,4761907532252.00 ,59738649477132.47 ,754474030963599.23 ,9583522901128506.28 ,122336312430927770.61 ,1568389159469321998.00 ,20183101099465412742.00 ,260593459349620150848.00 ,3374563579429733597184.00 ,43813936111836859326464.00 ,570203727218539563581440.00 ,7436530872857851066318848.00 ,97173228552232208703684608.00 ,1271990141132950865390338048.00 ,16676940310648177850820067328.00 ,218971367041741766900167213056.00 ,2879030887296316333490201165824.00 ,37900849227010658930142662885376.00 ,499523335280029650548303102738432.00 ,6590703190427086676968078068154368.00 ,87045332025542505584792750956478464.00 ,1150717788499628814415255508925546496.00 ,15225670497085588812515760818542870528.00 ,201625467178330549771391137658727038976.00 ,2672113820912627283626510568363695013888.00 ,35439392069254919580375253791107924885504.00 ,470351053903704192407459199240635626291200.00 ,6246644778905544860829307860157112858443776.00 ,83012964714385036988537818445885821901864960.00 ,1103840259416071135170268697238662627532472320.00 ,14686406204684992699870035834992657362413682688.00 ,195507125388506444733471734356706546672023371776.00 ,2603976016667150765390701692538203375067564343296.00 ,34699966074749974727285763913601508953384772698112.00 ,462625778648307918617073257807024771712965534547968.00 ,6170650692940963699201171209941324744823690059841536.00 ,82342615392621876746508370116947528315005206366519296.00 ,1099268104968626899149165239628182639036147664997580800.00 ,14681182951827752234843543217640255213251084810601889792.00 ,196151000460510168952111594807261826434158156342055927808.00 ,2621718407119187546426061349677609065944347732167748485120.00 ,35054351434008803763513278234382920002064228864595723288576.00 ,468870456737411463987071167955199645695321074130353748180992.00 ,6273556312746023188234411377565695571209982858403605349662720.00 ,83969190144345346550205768615043379374721333951518272477200384.00 ,1124260224676143682952499747516199656409432695407131788671188992.00 ,15057406082388087158147025186830334195180365439567989187503194112.00 ,201727845027766455256975756689098568878004174056233982645109784576.00 ,2703398306131832212502936302521599262178054987869530524370639781888.00 ,36239237025591933342557676477721860192380704850859236001877390786560.00 ,485925134692558803270450367480979542674005204257174252438637292552192.00 ,6517449006226792228442332138475417768320086377879435824300066846277632.00 ,87438093377028138173752050364068429094741521541019657798012994871885824.00 ,1173371171276862215959687526732556467443547218703992394667621614708850688.00 ,
180.00 ,1339.60 ,12449.84 ,129135.38 ,1424149.54 ,16323700.98 ,192107172.32 ,2304597860.35 ,28053136705.79 ,345437464321.36 ,4293664381376.65 ,53787568933171.86 ,678303019641604.37 ,8603217033654334.32 ,109668215520701681.55 ,1404199530272287352.75 ,18050674507132459508.00 ,232860542035945720352.00 ,3013583830940404592640.00 ,39113189462732015423488.00 ,508979505581244110274560.00 ,6639157696054415967387648.00 ,86790379192620889403293696.00 ,1136832306348189130237673472.00 ,14918197791407634806825025536.00 ,196095583685807976629632237568.00 ,2581627748304870408255568871424.00 ,34036298927844537368614738591744.00 ,449332149187115159596983323197440.00 ,5939188248744630086472715311513600.00 ,78592848290358915526111342463287296.00 ,1041119795280992769156960770353790976.00 ,13805388532614839119663609363753336832.00 ,183230649981189845124258552074565844992.00 ,2434013453535344600614577078249669525504.00 ,32359309205672923281201110068829746102272.00 ,430531565814752285296515968286279119929344.00 ,5732184260994841618347237839067593876439040.00 ,76370602653703712651686281708951342009024512.00 ,1018137091742974239784339673167396977363648512.00 ,13581403498360014113816712039967946794686480384.00 ,181270446333481562586812927586281315828638941184.00 ,2420694790914462039932411089252585157077411823616.00 ,32342342937096267254145502444470116275733829517312.00 ,432324633195607788206306666565548763354637885505536.00 ,5781559998555787403274794850562727158415841204109312.00 ,77351171941298233165864185395736729973116457749315584.00 ,1035300724848103841353417478734237861587568147021430784.00 ,13862306232355648308249451541637971478506834596787650560.00 ,185680366917077076728642769888729238706531564827470462976.00 ,2488001972831381782770102575752889191528819420344830918656.00 ,33349006080573088612779221918854561885262726585702619807744.00 ,447153013377802360469751118822909057533069751852893995008000.00 ,5997421712488180355179845710662479653407126081409040951279616.00 ,80464185494090140985872078678638814055276277519115075174006784.00 ,1079854034125219152445508699878474260607548884236984400702603264.00 ,14495961105854353594276173349937797929597528729204852122569408512.00 ,194645298483286820122842659920858464884369208974518949448236662784.00 ,2614276132204224433529106455705701788430962758165879832572820717568.00 ,35120895633951286878426165308850084997473241503359426896759829299200.00 ,471935313307145849869108444753030475308324873994742237681204196278272.00 ,6343055884367048299300258276756223640131751672825722178502850145943552.00 ,85272770429069057449541956564335080584439543245615051565941986145861632.00 ,1146607484459714915630063619517871737201317324999549654071198685578919936.00 ,
192.00 ,1405.40 ,13152.52 ,138812.41 ,1563114.26 ,18305564.43 ,220016989.50 ,2693420259.20 ,33424498949.00 ,419154305844.82 ,5300140018005.36 ,67472878412337.60 ,863776324468289.01 ,11110321292751605.87 ,143487320797434158.85 ,1859651498525133996.50 ,24176598758722156804.00 ,315175571727801577984.00 ,4118863252045647386624.00 ,53946512535939941425152.00 ,707978365379798171516928.00 ,9308276238591242090315776.00 ,122586746335957074281758720.00 ,1616901333533854622801723392.00 ,21356844158191127613623238656.00 ,282460641932787124548667441152.00 ,3740286733028758188051371393024.00 ,49583942273853889149145354076160.00 ,658011148028956808879226757316608.00 ,8740807848142116876282459240529920.00 ,116216805156839861689864140038864896.00 ,1546538483514131834771151011125919744.00 ,20597028369920714043751422730371596288.00 ,274523787414232846685231125975107895296.00 ,3661577634325344141030300215977992781824.00 ,48871106862344089869578208248495010217984.00 ,652703531115278079560101690873624156700672.00 ,8722581593285421304203894977591292817571840.00 ,116634211645850405404612617692988582637076480.00 ,1560437101400378703592569175502288027952087040.00 ,20887883182800477851739411855472380188309848064.00 ,279743322593267257719104999461641282540019908608.00 ,3748281455297818395339705417418199120270304739328.00 ,50246120440746861453928151657975281601682180407296.00 ,673848208293468497277859145126398279741829745213440.00 ,9040713646030911415147714949481854154342272543490048.00 ,121343592396601969290231336406383666322498875966881792.00 ,1629286124052740114725673157496866375686199109035753472.00 ,21884546703433334311184375489678974173207345144950423552.00 ,294056744391887423961327544294146436973739501384640757760.00 ,3952502906933394619564570381650510965283236078154686660608.00 ,53144108107302848501504760911922486233255727499769878151168.00 ,714783693946733988151837597138236684917283821936786133745664.00 ,9616692787074110498028940916860156058233464725733603952033792.00 ,129420689181919554856336782460607983886065943136085923111895040.00 ,1742224219270718895331711074765137468843691949449979209682255872.00 ,23459702372014723058156229138050091301661422939328433287795310592.00 ,315976666420805937973931464886325559322584372908233625312746799104.00 ,4256942053843338099017970071914377452014881615447478706360964612096.00 ,57365000869168522281845217884916347389999409541934160499350144286720.00 ,773213291386885597945557722528905583600189010889740378563994338721792.00 ,10424405979147021219507671762558431774893407754278232527125984493699072.00 ,140572325563690485392250522321966341517707905908748388304787886806401024.00 ,1896015122161628418657204017257306584679958091001326075548662001093836800.00 ,
192.00 ,1402.80 ,13048.40 ,135541.87 ,1495849.31 ,17154917.47 ,202016558.90 ,2425043192.28 ,29534142170.38 ,363748080843.40 ,4520291275446.61 ,56586675993726.41 ,712724686482284.38 ,9023906714132321.23 ,114769782382590557.08 ,1465480206997047777.75 ,18778375560559518010.00 ,241380896649183972224.00 ,3111588548269375274240.00 ,40214600296685848977408.00 ,520968582082029274497024.00 ,6763663995912059407564800.00 ,87987705394857802683383808.00 ,1146744272364561241101828096.00 ,14971244260497286593731624960.00 ,195768994423438213762080833536.00 ,2563761261383628292083819741184.00 ,33621428800345838185551721660416.00 ,441489783187525251931482632486912.00 ,5804373246677505594839481356124160.00 ,76398945511007908868880340434812928.00 ,1006668593181196906445815749506236416.00 ,13277762047308355901666574901450899456.00 ,175297865489572955801798826416039526400.00 ,2316422819303450594850985141447449116672.00 ,30635593891072881553379217919400195653632.00 ,405491184166477146614757663581545978396672.00 ,5371109421573433355093346041119192119246848.00 ,71196100968600758028193091314260816206757888.00 ,944368358962302049367847426575164162497839104.00 ,12534417657646240945130820544863764820124499968.00 ,166467694938244668108942066493662484909724270592.00 ,2212103077773203419840539448560545456088879726592.00 ,29411539565563667692058192404490629477991647805440.00 ,391250951098130060980454279625875342918621838966784.00 ,5207236690638588673743149716411615677371461503287296.00 ,69336709327289783410498008337264697833009744489480192.00 ,923662955196432890940244800018379130743758237187702784.00 ,12309749963352264978063756848184769993928584688643866624.00 ,164120160537999953643995858715970818146764422405391646720.00 ,2188989889294837337298122898313055073696885162964133347328.00 ,29207025006680541368553653214161687567830598499787471847424.00 ,389839392095480497486491681549394021825569082304106040655872.00 ,5205140672122919546215198855114959345887693987816742382993408.00 ,69521877868604348894558679206340279703442813104947612048424960.00 ,928853214449409771717591679312987964414090087026529536695074816.00 ,12413775868031097623783922303170212660053650811471733008474570752.00 ,165953685533740824621308220047841720575798979452342512110398341120.00 ,2219174077573335123716199141613999381595912733608199229513993814016.00 ,29683346857612263150952324075198929985895495751714007137563025866752.00 ,397143276998826768206889079944749836478018143674311711337752502992896.00 ,5314843565354779847926173611666295090107325381127429891363009162379264.00 ,71144115110462013779841567380191844324309793673652198387306352636592128.00 ,952553152574817180332779727509365976748595683693069899552888149067694080.00 ,
183.00 ,1356.20 ,12730.76 ,133474.38 ,1486482.40 ,17187566.82 ,203843796.29 ,2462110339.93 ,30149536448.46 ,373168419580.80 ,4658707619300.29 ,58573564636925.42 ,740835799780957.69 ,9417841183692977.99 ,120253418639504716.15 ,1541443920985468500.38 ,19826877687489237996.00 ,255813192359022021808.00 ,3309825610617691061504.00 ,42933129479557095358464.00 ,558203870318571497324544.00 ,7273213344477143289036800.00 ,94956261118654676253802496.00 ,1242006009308607760503406592.00 ,16273184845527072536935792640.00 ,213560992704172148919730438144.00 ,2806909618294464502872221417472.00 ,36944755260887907866985516498944.00 ,486921897934482223050636725846016.00 ,6425623815045019577951716015865856.00 ,84896688318276206301701686215835648.00 ,1122943678986930729689087384578162688.00 ,14869327713989842458227458261397798912.00 ,197091097033915658293516883691537694720.00 ,2614946488168630187195301826925833486336.00 ,34726259352367569562932741185729302888448.00 ,461565350468011005321373518803624586641408.00 ,6140025692720768141025920352815715037741056.00 ,81743243887833908404353079173666891641126912.00 ,1089085910178529923279628008554885067665571840.00 ,14520642350456416249668798238761094630279741440.00 ,193735236259125956004249942987678642019529392128.00 ,2586526759702982820326601875596286441397539569664.00 ,34553982907384993862096427340838503763097931481088.00 ,461891450920232447254914491432240866631842869018624.00 ,6177758657042919496487164224577826187544771566764032.00 ,82672350667300199007241283191423322247734507176198144.00 ,1106923634067044135045768309391424375126764577374601216.00 ,14828365319593081804828978749145904516551137199864676352.00 ,198736596872792814499945318974475565712101931222686498816.00 ,2664787320865770233483980481424175457161238869303778869248.00 ,35746951177535637618627540352656558414520507867369501097984.00 ,479732610048486911178341300606055816442531001475161871351808.00 ,6440738630686432201642212170515648553995768791639965726408704.00 ,86504978350758340758383244664964649549765809382842451185631232.00 ,1162274364550574712395419596113089492847591933713510006987423744.00 ,15621826745910589050581692832276392037704300467859356995853221888.00 ,210041135765570819781569295023919464585740951727799193513159032832.00 ,2825012413735091884070881389553110982629006656761224485930218291200.00 ,38007927014970392388100429991261853683391352131830135781336176132096.00 ,511517447112599355809474232675128362350628740465285323840668353691648.00 ,6886111354065788704728977105416771080111735295877168705404510062772224.00 ,92727824086961631069686104708592528952142045457022588026141239855284224.00 ,1249004137171684495028091457469523351801089920291552053407287678330732544.00 ,
