1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,1.00 ,
1.00 ,1.20 ,1.44 ,1.73 ,2.07 ,2.49 ,2.99 ,3.58 ,4.30 ,5.16 ,6.19 ,7.43 ,8.92 ,10.70 ,12.84 ,15.41 ,18.49 ,22.19 ,26.62 ,31.95 ,38.34 ,46.01 ,55.21 ,66.25 ,79.50 ,95.40 ,114.48 ,137.37 ,164.84 ,197.81 ,237.38 ,284.85 ,341.82 ,410.19 ,492.22 ,590.67 ,708.80 ,850.56 ,1020.67 ,1224.81 ,1469.77 ,1763.73 ,2116.47 ,2539.77 ,3047.72 ,3657.26 ,4388.71 ,5266.46 ,6319.75 ,7583.70 ,9100.44 ,10920.53 ,13104.63 ,15725.56 ,18870.67 ,22644.80 ,27173.76 ,32608.52 ,39130.22 ,46956.26 ,56347.51 ,67617.02 ,81140.42 ,97368.50 ,
1.00 ,1.40 ,1.96 ,2.74 ,3.84 ,5.38 ,7.53 ,10.54 ,14.76 ,20.66 ,28.93 ,40.50 ,56.69 ,79.37 ,111.12 ,155.57 ,217.80 ,304.91 ,426.88 ,597.63 ,836.68 ,1171.36 ,1639.90 ,2295.86 ,3214.20 ,4499.88 ,6299.83 ,8819.76 ,12347.67 ,17286.74 ,24201.43 ,33882.01 ,47434.81 ,66408.73 ,92972.22 ,130161.11 ,182225.56 ,255115.78 ,357162.09 ,500026.93 ,700037.70 ,980052.78 ,1372073.89 ,1920903.44 ,2689264.82 ,3764970.74 ,5270959.04 ,7379342.65 ,10331079.71 ,14463511.60 ,20248916.24 ,28348482.74 ,39687875.83 ,55563026.16 ,77788236.63 ,108903531.28 ,152464943.79 ,213450921.30 ,298831289.83 ,418363805.76 ,585709328.06 ,819993059.28 ,1147990282.99 ,1607186396.19 ,
1.00 ,1.60 ,2.56 ,4.10 ,6.55 ,10.49 ,16.78 ,26.84 ,42.95 ,68.72 ,109.95 ,175.92 ,281.47 ,450.36 ,720.58 ,1152.92 ,1844.67 ,2951.48 ,4722.37 ,7555.79 ,12089.26 ,19342.81 ,30948.50 ,49517.60 ,79228.16 ,126765.06 ,202824.10 ,324518.55 ,519229.69 ,830767.50 ,1329228.00 ,2126764.79 ,3402823.67 ,5444517.87 ,8711228.59 ,13937965.75 ,22300745.20 ,35681192.32 ,57089907.71 ,91343852.33 ,146150163.73 ,233840261.97 ,374144419.16 ,598631070.65 ,957809713.04 ,1532495540.87 ,2451992865.39 ,3923188584.62 ,6277101735.39 ,10043362776.62 ,16069380442.59 ,25711008708.14 ,41137613933.03 ,65820182292.85 ,105312291668.56 ,168499666669.69 ,269599466671.51 ,431359146674.41 ,690174634679.06 ,1104279415486.49 ,1766847064778.39 ,2826955303645.42 ,4523128485832.67 ,7237005577332.27 ,
1.00 ,1.80 ,3.24 ,5.83 ,10.50 ,18.90 ,34.01 ,61.22 ,110.20 ,198.36 ,357.05 ,642.68 ,1156.83 ,2082.30 ,3748.13 ,6746.64 ,12143.95 ,21859.12 ,39346.41 ,70823.53 ,127482.36 ,229468.25 ,413042.85 ,743477.14 ,1338258.85 ,2408865.92 ,4335958.66 ,7804725.58 ,14048506.05 ,25287310.89 ,45517159.61 ,81930887.29 ,147475597.13 ,265456074.83 ,477820934.70 ,860077682.46 ,1548139828.43 ,2786651691.17 ,5015973044.11 ,9028751479.39 ,16251752662.90 ,29253154793.23 ,52655678627.81 ,94780221530.05 ,170604398754.09 ,307087917757.37 ,552758251963.26 ,994964853533.87 ,1790936736360.97 ,3223686125449.75 ,5802635025809.55 ,10444743046457.19 ,18800537483622.94 ,33840967470521.29 ,60913741446938.32 ,109644734604488.97 ,197360522288080.15 ,355248940118544.29 ,639448092213379.73 ,1151006565984083.55 ,2071811818771350.44 ,3729261273788430.88 ,6712670292819175.74 ,12082806527074516.63 ,
1.00 ,2.00 ,4.00 ,8.00 ,16.00 ,32.00 ,64.00 ,128.00 ,256.00 ,512.00 ,1024.00 ,2048.00 ,4096.00 ,8192.00 ,16384.00 ,32768.00 ,65536.00 ,131072.00 ,262144.00 ,524288.00 ,1048576.00 ,2097152.00 ,4194304.00 ,8388608.00 ,16777216.00 ,33554432.00 ,67108864.00 ,134217728.00 ,268435456.00 ,536870912.00 ,1073741824.00 ,2147483648.00 ,4294967296.00 ,8589934592.00 ,17179869184.00 ,34359738368.00 ,68719476736.00 ,137438953472.00 ,274877906944.00 ,549755813888.00 ,1099511627776.00 ,2199023255552.00 ,4398046511104.01 ,8796093022208.01 ,17592186044416.02 ,35184372088832.04 ,70368744177664.09 ,140737488355328.18 ,281474976710656.38 ,562949953421312.77 ,1125899906842625.56 ,2251799813685251.19 ,4503599627370502.50 ,9007199254741005.25 ,18014398509482011.00 ,36028797018964023.00 ,72057594037928048.00 ,144115188075856100.00 ,288230376151712208.00 ,576460752303424432.00 ,1152921504606848896.00 ,2305843009213697856.00 ,4611686018427395840.00 ,9223372036854791936.00 ,
1.00 ,2.20 ,4.84 ,10.65 ,23.43 ,51.54 ,113.38 ,249.44 ,548.76 ,1207.27 ,2655.99 ,5843.18 ,12855.00 ,28281.01 ,62218.21 ,136880.07 ,301136.15 ,662499.53 ,1457498.96 ,3206497.72 ,7054294.99 ,15519448.97 ,34142787.74 ,75114133.02 ,165251092.64 ,363552403.82 ,799815288.40 ,1759593634.48 ,3871105995.85 ,8516433190.87 ,18736153019.90 ,41219536643.79 ,90682980616.33 ,199502557355.94 ,438905626183.06 ,965592377602.73 ,2124303230726.01 ,4673467107597.22 ,10281627636713.88 ,22619580800770.54 ,49763077761695.19 ,109478771075729.43 ,240853296366604.75 ,529877252006530.46 ,1165729954414367.05 ,2564605899711607.59 ,5642132979365536.86 ,12412692554604181.47 ,27307923620129200.06 ,60077431964284241.95 ,132170350321425336.28 ,290774770707135748.62 ,639704495555698666.31 ,1407349890222537108.50 ,3096169758489581732.50 ,6811573468677080018.00 ,14985461631089576493.00 ,32968015588397069282.00 ,72529634294473554616.00 ,159565195447841824992.00 ,351043429985252025600.00 ,772295545967554479744.00 ,1699050201128619906816.00 ,3737910442482963908096.00 ,
1.00 ,2.40 ,5.76 ,13.82 ,33.18 ,79.63 ,191.10 ,458.65 ,1100.75 ,2641.81 ,6340.34 ,15216.81 ,36520.35 ,87648.83 ,210357.20 ,504857.28 ,1211657.48 ,2907977.95 ,6979147.08 ,16749952.99 ,40199887.18 ,96479729.23 ,231551350.15 ,555723240.35 ,1333735776.85 ,3200965864.44 ,7682318074.66 ,18437563379.18 ,44250152110.03 ,106200365064.07 ,254880876153.76 ,611714102769.03 ,1468113846645.67 ,3523473231949.60 ,8456335756679.04 ,20295205816029.69 ,48708493958471.26 ,116900385500331.02 ,280560925200794.45 ,673346220481906.71 ,1616030929156576.16 ,3878474229975782.91 ,9308338151941879.28 ,22340011564660510.99 ,53616027755185228.12 ,128678466612444551.64 ,308828319869866933.94 ,741187967687680665.50 ,1778851122450433654.75 ,4269242693881040909.50 ,10246182465314498515.00 ,24590837916754797232.00 ,59018011000211515264.00 ,141643226400507641224.00 ,339943743361218349952.00 ,815864984066924066304.00 ,1958075961760617822464.00 ,4699382308225482926336.00 ,11278517539741159388160.00 ,27068442095378783408128.00 ,64964261028909082284032.00 ,155914226469381802524672.00 ,374194143526516338196480.00 ,898065944463639240769536.00 ,
1.00 ,2.60 ,6.76 ,17.58 ,45.70 ,118.81 ,308.92 ,803.18 ,2088.27 ,5429.50 ,14116.71 ,36703.44 ,95428.96 ,248115.29 ,645099.75 ,1677259.34 ,4360874.29 ,11338273.15 ,29479510.20 ,76646726.52 ,199281488.95 ,518131871.28 ,1347142865.32 ,3502571449.82 ,9106685769.54 ,23677383000.80 ,61561195802.07 ,160059109085.39 ,416153683622.00 ,1081999577417.21 ,2813198901284.75 ,7314317143340.35 ,19017224572684.90 ,49444783888980.75 ,128556438111349.95 ,334246739089509.89 ,869041521632725.75 ,2259507956245087.03 ,5874720686237226.48 ,15274273784216789.37 ,39713111838963653.72 ,103254090781305503.20 ,268460636031394317.50 ,697997653681625249.31 ,1814793899572225710.25 ,4718464138887787008.00 ,12268006761108246640.00 ,31896817578881442352.00 ,82931725705091752952.00 ,215622486833238565024.00 ,560618465766420288256.00 ,1457608010992692799232.00 ,3789780828581001407488.00 ,9853430154310603996160.00 ,25618918401207571265536.00 ,66609187843139687563264.00 ,173183888392163193585664.00 ,450278109819624318697472.00 ,1170723085531023268577280.00 ,3043880022380660602175488.00 ,7914088058189717836398592.00 ,20576628951293267078545408.00 ,53499235273362496227901440.00 ,139098011710742494944690176.00 ,
1.00 ,2.80 ,7.84 ,21.95 ,61.47 ,172.10 ,481.89 ,1349.29 ,3778.02 ,10578.46 ,29619.68 ,82935.09 ,232218.27 ,650211.14 ,1820591.20 ,5097655.36 ,14273434.99 ,39965617.99 ,111903730.36 ,313330445.00 ,877325246.01 ,2456510688.82 ,6878229928.70 ,19259043800.37 ,53925322641.04 ,150990903394.92 ,422774529505.78 ,1183768682616.19 ,3314552311325.34 ,9280746471710.95 ,25986090120790.67 ,72761052338213.89 ,203730946546998.90 ,570446650331596.93 ,1597250620928471.46 ,4472301738599720.25 ,12522444868079217.16 ,35062845630621809.29 ,98175967765741069.52 ,274892709744075004.45 ,769699587283410039.94 ,2155158844393548188.75 ,6034444764301935144.00 ,16896445340045419006.00 ,47310046952127174904.00 ,132468131465956094456.00 ,370910768104677077728.00 ,1038550150693095854656.00 ,2907940421940668496896.00 ,8142233181433872081920.00 ,22798252908014842642432.00 ,63835108142441561677824.00 ,178738302798836379074560.00 ,500467247836741879267328.00 ,1401308293942877311991808.00 ,3923663223040056613666816.00 ,10986257024512158909595648.00 ,30761519668634046045356032.00 ,86132255072175331999744000.00 ,241170314202090938205995008.00 ,675276879765854651095711744.00 ,1890775263344393090525822976.00 ,5294170737364300842236116992.00 ,14823678064620042888260091904.00 ,
1.00 ,3.00 ,9.00 ,27.00 ,81.00 ,243.00 ,729.00 ,2187.00 ,6561.00 ,19683.00 ,59049.00 ,177147.00 ,531441.00 ,1594323.00 ,4782969.00 ,14348907.00 ,43046721.00 ,129140163.00 ,387420489.00 ,1162261467.00 ,3486784401.00 ,10460353203.00 ,31381059609.00 ,94143178827.00 ,282429536481.00 ,847288609443.00 ,2541865828329.00 ,7625597484987.01 ,22876792454961.02 ,68630377364883.07 ,205891132094649.23 ,617673396283947.71 ,1853020188851843.19 ,5559060566555529.79 ,16677181699666589.98 ,50031545098999771.80 ,150094635296999320.97 ,450283905890997979.56 ,1350851717672993988.75 ,4052555153018982116.00 ,12157665459056946798.00 ,36472996377170841744.00 ,109418989131512529280.00 ,328256967394537600000.00 ,984770902183612836416.00 ,2954312706550838618624.00 ,8862938119652516183552.00 ,26588814358957549535232.00 ,79766443076872651554816.00 ,239299329230617963528192.00 ,717897987691853917126656.00 ,2153693963075561831137280.00 ,6461081889226685732618240.00 ,19383245667680057915604992.00 ,58149737003040175898492928.00 ,174449211009120534146318336.00 ,523347633027361621799862272.00 ,1570042899082084923515863040.00 ,4710128697246254944762200064.00 ,14130386091738765358272610304.00 ,42391158275216297640333410304.00 ,127173474825648897636874321920.00 ,381520424476946707032475435008.00 ,1144561273430840163428623974400.00 ,
1.00 ,3.20 ,10.24 ,32.77 ,104.86 ,335.54 ,1073.74 ,3435.97 ,10995.12 ,35184.37 ,112589.99 ,360287.97 ,1152921.50 ,3689348.81 ,11805916.21 ,37778931.86 ,120892581.96 ,386856262.28 ,1237940039.29 ,3961408125.71 ,12676506002.28 ,40564819207.30 ,129807421463.37 ,415383748682.79 ,1329227995784.92 ,4253529586511.73 ,13611294676837.55 ,43556142965880.17 ,139379657490816.54 ,446014903970612.96 ,1427247692705961.52 ,4567192616659077.02 ,14615016373309047.03 ,46768052394588952.28 ,149657767662684653.02 ,478904856520590907.94 ,1532495540865890963.88 ,4903985730770851271.50 ,15692754338466724668.00 ,50216813883093520852.00 ,160693804425899272864.00 ,514220174162877692800.00 ,1645504557321208679680.00 ,5265614583427867976192.00 ,16849966666969178166272.00 ,53919893334301372190720.00 ,172543658669764397596672.00 ,552139707743246093385728.00 ,1766847064778387566100480.00 ,5653910607290840427528192.00 ,18092513943330690058682368.00 ,57896044618658210400698368.00 ,185267342779706280335376384.00 ,592855496895060119742578688.00 ,1897137590064192455492763648.00 ,6070840288205416089612451840.00 ,19426688922257332227641704448.00 ,62165404551223465500993388544.00 ,198929294563915097193245048832.00 ,636573742604528335317591130112.00 ,2037035976334490750779251490816.00 ,6518515124270370651313086136320.00 ,20859248397665186880248294146048.00 ,66749594872528600561504252592128.00 ,
